data,generalisation
could i cancel my reservations,id
can i cancel my reservations please,id
i need to cancel my reservations,id
can you cancel my 5:30 pm table reservation at parc,id
i need you to cancel my reservation for smith's at 6:15,id
cancel my 8:00 pm prime rib reservation,id
go ahead and cancel the reservation i made for 6:00 pm at parc,id
please cancel my 7:30 reservation for morton's,id
is it possible to cancel the reservation at outback for the johnsons,id
i made a reservation under mark hamil at the emporium that i don't need any more,id
i no longer need a table for four at chili's,id
we have a table at the taco bell under bowie we need to release,id
i have a reservation at pizza hut under the name leia roberts and i want to cancel it,id
can you undo the reservation,id
i'd like to cancel the party of 7 we reserved at the olive garden,id
i want to cancel the reservation for mercury at the ritz,id
just trash the reservation i made please,id
please cancel the table for two at burger king,id
please delete the reservation for 3 people at outback,id
go ahead and close the reservation,id
please unreserve that table,id
i no longer need the reservation for 20 at ihop,id
im not going to dinner tonight,id
im not gonna need the dinner reservation,id
remove my dinner reservation,id
i no longer need the dinner reservation,id
can i cancel my reservation for 4 at red robin,id
cancel my reservation for 4 at red robin,id
i want to cancel my reservation for 5 at red robin,id
could you please cancel my reservation for 5 at red robin,id
cancel my reservation for 3 at carlos jr,id
change my reservation with carl at umami to canceled,id
i no longer need my reservation with carl at umami,id
cancel my reservation with carl at umami,id
make sure my reservation at umami with carl is canceled,id
end my reservation with carl at umami,id
because of circumstances i don't need my reservation anymore,id
i won't require my reservation anymore,id
i'll have to cancel my reservation for tonight,id
something's come up so i need to cancel my reservation so now,id
the reservation i have isn't needed any more,id
the reservation at zepher cancel joe from that,id
joe and i are to cancel the reservation at zephers now,id
cancel my reservations for joe's at zepher right now,id
please cancel the reservation at zephers for joe and myself right now,id
cancel the reservation for joe and i right now for the zephers reservation we had booked,id
cancel my 6:00 reservation at the cheesecake factory,id
"please, recite to me some good one liners",id
do you know any good jokes about zebras,id
can you tell me any truly funny knock knock jokes,id
what do people find funny about food,id
what are some funny things about food,id
show me something funny about food,id
indicate something funny on the topic of food,id
what's a good joke,id
i'd love to hear a joke,id
can you tell a joke,id
would you tell me a joke,id
how about you tell me a joke,id
will you tell a joke,id
please tell me a joke,id
make me laugh,id
do you have any jokes,id
tell me something funny,id
hit me with a good joke,id
what's the funniest joke you know,id
tell me a joke if you'd like to,id
tell me a funny joke,id
i'd like you to tell me a joke,id
do you know any good jokes,id
know any jokes,id
i wanna hear something funny,id
i would like to listen to a funny joke,id
what jokes do you know,id
could you please tell me a good joke,id
what funny jokes do you know,id
can you make me laugh,id
can you tell me a few funny jokes,id
tell me something funny about parenting,id
do you have a list of funny jokes,id
i want to hear something funny,id
tell me something funny about animals,id
tell me something funny about politics,id
tell me something amusing,id
say something funny,id
tell me something funny about adulthood,id
tell me something funny about americans,id
could you please share a joke with me,id
i could really use a laugh right now,id
would you like to tell me a joke,id
can you tell me a joke,id
i'd like to hear a joke,id
i want to hear you tell a joke,id
tell me a joke,id
tell me a joke about politicians,id
tell me something that'll make me laugh,id
tell me a joke about cows,id
do you know anything funny about cats,id
tell me a joke about jobs,id
what's the funniest thing you know about artificial intelligence,id
can you tell me a joke about politicians,id
tell me a joke about cars,id
can you tell me something funny,id
do you know any good jokes about lawyers,id
whatüs your favorite funny joke,id
make me laugh with a funny joke,id
what funny joke do you know,id
i want to hear a joke thatüs funny,id
tell me a dirty joke,id
tell me a non-offensive joke,id
i would like to hear a funny joke,id
look for funny jokes,id
what are some funny jokes,id
tell me something funny about pizza,id
tell me something funny about people,id
tell me something funny about love,id
say something hilarious,id
make me giggle,id
i need a good laugh,id
heard any good jokes lately,id
tell me a pun,id
what's the latest joke you've heard,id
tell me a joke about dogs,id
let me know something funny,id
tell me a joke about cats,id
tell me something funny now,id
i wanna know something funny,id
tell me something funny about rats,id
tell me a joke about animals,id
tell me a joke about lawyers,id
tell me a joke about rats,id
tell me something funny about cats,id
tell me something funny about dogs,id
i need to know somthing funny,id
do you have anything funny to tell me,id
do you have any jokes to tell me,id
mind sharing a joke,id
could you share a joke,id
i love dad jokes can you tell me one,id
i would love to hear a joke about the dmv,id
can you tell me some dog jokes,id
please tell me a joke about dinosaurs,id
i'd like to hear a joke about donkeys,id
tell me a joke about baseball,id
what's the funniest thing you know about peanuts,id
i need a good joke about office parties,id
give me a joke about horses,id
rename yourself to betty,id
can i call you betty,id
rename bob to betty,id
is there a way to change your name to betty,id
i will call you zander,id
please change the name of you to tim,id
can you change the name of what you respond to,id
change the name of your system,id
make changes to the name of the ai,id
revise the ai name,id
alter the name given to the ai,id
change the ai name to a new one,id
make a new name for the ai,id
change your name to something funny,id
"from now, your new name will be lord vader",id
from now on i'm going to call you ishmael,id
i'm going to start calling you kobe now,id
"from now on, your name will be buttercup",id
i want to change your name to theodore,id
change your name setting to plato,id
"from here on, you'll be responding to the name captain black",id
your name from this point forward is george,id
i hereby rename you felix,id
how do i change the name you came with to something else,id
what other names can i give you,id
i want to change your name to another name,id
"i need to change your name, do you have a new name that you like",id
i would like to change your name to a different one,id
i will call you cap,id
your name is roman,id
x will be your name,id
your name will be queen,id
i am going to address you as my own name,id
will you answer if i call you lexi,id
i would like you to think of yourself as machine and answer when i say your name as such,id
do you mind if call you nikolai,id
i'd like to refer to you as my house from now on,id
may i start referring to you as jeff,id
please respond to me when i reference skynet,id
i want to start calling you bob,id
please open a call to my mother,id
is it okay if i change your name to mud,id
can i begin calling you dave,id
is it alright with you if i call you scarlet,id
please change the ai name,id
change the ai name,id
please change the ai name for me,id
i gotta change your name to remy,id
i'd like to change the ai name,id
i must change your name to amanda,id
i want you to change the ai name,id
i want change your name to russ,id
i wanna change your name to audrey,id
i need to change your name to ben,id
i want to set your name to gaffigan,id
i want your new name to be joshua,id
i will call you jimbo from now on,id
set your name to hillary,id
can i call you dave,id
i want your name to be samantha now,id
i want to change the name i call you to juan,id
you need to respond to a new name called joey,id
change your name to ginger,id
change your settings so that your respond to the name marion,id
let me call you fred,id
you will be called rose from now on,id
let me change your name to dina,id
i think bradley is a better name for you,id
can we change your name to lisa,id
i would like to call you andre 3000,id
x is your new nickname,id
"if i may, i'd like to call you slave",id
x is what i am calling you now,id
can i change your name,id
can i make your name different,id
let's change what you respond to,id
can i call you something else,id
i'd like to use another name for you,id
can i change your name to buttercup,id
i would like to change your name to eli,id
could i please change your name to alicia,id
i want to change your name to emma,id
i am wanting to change your name to felix,id
i want to update you name now,id
i want to update you name,id
"i want to update you name, please",id
i want to change your name,id
"i want to change your name, please",id
can i refer to you as mike from here on out,id
can i change your name please,id
i'm going to start calling you alice,id
can i start calling you chris,id
can i call you lucy from now on,id
i'm calling you rupert from now on,id
can i change your name to bob,id
can you go by a different name,id
can i refer to you as liz,id
i want to start calling you marie,id
can i rename you,id
how can i change your name,id
what is your birthday again,id
how many years on the earth,id
what year were you born,id
how many days old are you,id
when were you created,id
what date were you created on,id
when did you come to exist,id
how many years do you have,id
i'd like to know how old you are,id
can you tell me how old you are,id
how long have you been alive for,id
how many years ago was al born,id
how old is al,id
what is al's age,id
how many years has al been on earth,id
you are how old now,id
what is your birth date,id
where's your place of birth,id
where did you grow up,id
how many years are you,id
what age are you,id
what would your age be,id
tell me when you were born,id
i'd love to hear when you were born,id
i'd like to know when you were born,id
lemme know when you were born,id
do you know when you were born,id
how many years have you been on,id
how long have you been here,id
how many years have you been operating,id
how old did you just turn,id
how old will you be next year,id
how old are you again,id
i am wanting to know how old you are,id
tell me how old youare,id
let me know how old you are,id
let me know when you were born,id
would you tell me your age,id
i would like to know when you were born,id
i want to know how old you are,id
i want to know your age,id
could you let me know how old you are,id
could you tell me when you were born,id
i need to know how old you are,id
i am needing to know when you were born,id
tell me your age,id
your age please,id
how long have you been alive,id
you are how old,id
how old are you now,id
how old are you exactly at the moment,id
what's your age again,id
how old are you exactly,id
how many years old are you,id
what is your age,id
"how old are you, again",id
tell me how old you are,id
how old are you,id
what is your creation date,id
do you have a birth date,id
for how long have you existed,id
"ai, how old are you",id
"ai, how long have you been alive",id
"ai, how many months old are you",id
"ai, how long have you been working",id
how old is the ai,id
what is the age of the ai,id
can you tell me how old the ai is,id
can you tell me the age of the ai,id
what age is the ai,id
how old are you siri,id
what's your age siri,id
what's your age alexa,id
how old are you alexa,id
how old are you today,id
can you tell me when you were born,id
are you older than me,id
please tell me your date of birth,id
on what day and date of what year were you born,id
do you know exactly when you were born,id
what is the exact date of your birth,id
"how long have you been around, ai",id
"what birthday are you celebrating this year, ai",id
"what age were you on your last birthday, ai",id
"how old are you, ai",id
"what is your age, ai",id
when was your birth,id
you're how old,id
what's your birth date,id
how long have you been around,id
are you young or old,id
how long have you been functional,id
what's your age,id
when did you originate,id
what is the date of your birth,id
what is your birthday,id
tell me your date of birth,id
tell me your age please,id
tell me your birthday,id
how long ago were you born,id
i want to reserve a convertible from july 2nd through july 18th for los angeles,id
i'd like to rent a vehicle from nov 1st to nov 15th in san antonio and i need a 15 passenger van,id
"i want to rent the cheapest car for charlottesville, virginia for march 7th through 10th, that's monday, tuesday, wednesday and thursday",id
i'd like to reserve a high-end car that seats 5 comfortably for april 12th through 18th for st louis missouri,id
"i need a van that seats 8 or more for new york city, august 12th, 13th, and 14th",id
a rental car needs to be booked in nashville,id
book me a car rental in nashville,id
please help me book a rental car for nashville,id
i need you to get me a rental car in nashville,id
"in nashville, i need a rental car booked",id
where can i rent a car in boston,id
i need to rent a car in boston,id
i need to book a car rental in boston,id
how can i rent a car in boston,id
help me get a rental car for march 2 to 6th in dallas and i would prefer a bmw suv,id
i want to rent a bmw suv for dallas from march 2 to 6th,id
i want a bmw suv for march 2 to 6th in dallas,id
"can you help me book a bmw suv for march 2 to 6th, dallas texas",id
"will you help me rent a car from march 2 to 6th in dallas i want a bmw suv, if possible",id
book me a car rental between january 1st to january 3rd in denver colorado and id prefer a ford,id
"id like a car rental between january 1st to the 3rd in denver, id like a ford",id
id like to rent a ford in denver colorado between january 1st to the 3rd,id
reserve a car rental for denver colorado for a ford between january 1st through 3rd,id
id like a rental car in denver colorado between january 1st and january 3rd and id like a ford if possible,id
i need to find a rental car since i'm travelling to new york tomorrow,id
can you give me information on how to rent a car,id
i want to travel to new york and i would like to rent a car,id
i will need a rental car since i'm going to travel to new york,id
how do i go about renting a car,id
i need to rent a car in boston for march 2 until march 4,id
i want to rent a car in boston for march 2 until march 4,id
i will be in boston from march 2 to march 4 can i rent a car for that time,id
will car rentals be available in boston from march 2 to march 4,id
will i be able to rent a car in boston from march 2 to march 4,id
i need a rental car for sfo from friday to saturday,id
i'll require a rental car from 3/6 - 3/19 in san jose,id
find me a rental car from 2/28 - 3/1 in reno,id
i'll need a rental car from 3/3 - 3/14 in vegas,id
find me a rental car from 3/6 - 3/9 in port charles,id
i need a car rental for the first and fifth in denver and i'd like a subaru,id
are there any reputable car rental places in seattle,id
what car rental choices are there in calgary,id
is it possible to get a ford in austin from may the 5th to may the 7th of this year,id
i'd like to find a place that rents flashy sports cars in tampa,id
can i rent a car in belgium from march 01 to march 02 and have it be a porsche,id
"i'd like to rent a limo in las vegas from may 01, 2019 to may 03, 2019",id
contact avis and see if they have cars available,id
can i get a jeep to rent in bangor from the first of the month to a week after the first,id
is there a car rental available from tuesday to thursday out of lax,id
are you able to help with booking a car rental in seattle,id
could i rent a car from tuesday to thursday out of lax,id
can a car be rented from tuesday to thursday out of lax,id
can i get assistance with booking a seattle car rental,id
can i rent a car out of lax from tuesday to thursday,id
is a car rental available out of lax from tuesday to thursday,id
can you help me book a car rental in seattle,id
could you help with booking a car rental for me in seattle,id
can you help me with seattle car rental bookings,id
i want to rent a car in boise from april 12-15,id
is it possible for me to rent a car out of jfk airport from march 15-20,id
i need to rent a car in chicago but don't know how,id
will you help me reserve a rental car for my trip to dallas,id
find out if i can rent a car in los angeles from march 2-9,id
help me secure a car rental out of reagan international airport from march 22-30,id
will you please assist me with renting a car in boise,id
i would like some help getting a rental car reserved in los angeles,id
could i rent a car out of dallas from april 1-10,id
i need help booking a car rental in seattle,id
show me how to rent a car in las vegas,id
please help me book a rental car in appleton,id
can you show me how to book a car rental in manitowoc,id
help me book a rental car in green bay,id
help me to book a car rental in sacremento,id
where can i rent a car soon,id
are there any places nearby i can rent a car at,id
"can you see if i can rent a car from dallas on the dates of march 1, 2019 to march 3, 2019",id
please look up if i can rent a car in houston from march 25 to march 29,id
could i rent a car in seattle from next monday to thursday please,id
i'd like to rent an automobile in pittsburgh from this tuesday until next thursday can i do that,id
is it possible to rent a car from new york on 3/2/19 to 3/5/19,id
i need a rental car,id
assist me in getting a car rental,id
help me get a rental car,id
i will need a rental car for travel,id
can you help me with a rental car,id
make sure i can rent one car out of chicago from january 2 to january 5,id
is it possible to rent a car from laguardia from tuesday to friday,id
are car rentals available out of new york from march 2 to march 3,id
what places in chicago will allow me to rent a car from monday to friday,id
i need to do a car rental,id
please check if i can do a car rental from charlotte douglas airport from monday to wednesday,id
rent me a car in aiken on may 12 to may 16,id
book me a rental car in aiken on may 12 to may 16,id
"in aiken, get me a rental for may 12 to may 16",id
"i will be in aiken on may 12 to may 16, i need to rent a car",id
on may 12 to may 16 can i get a car from aiken,id
can you help me booked a car in london,id
please book a car for me in bangkok,id
please book a car for me in ho chi minh,id
can you help me book a car rental in paris,id
what do i do if my car battery is dead,id
show me the way to jump start a battery,id
how can i replace my car battery,id
tell me how to jump start a battery,id
what can i do since my car battery died,id
"my battery died in my car, how can i jump start a battery",id
whats the best way to jump start a battery,id
how do i jump start a battery,id
"my car battery died, what should i do",id
how do i fix a dead car battery,id
please help me figure out how to jump start my car,id
"i don't know how to jump start my car, help!",id
can you help me with the steps to jump start my car,id
help needed to jump start my car,id
i need your help to jump start this car battery,id
hey do you know how to jump start a car battery,id
i would appreciate it if you could show me how to jump start a car battery,id
could you teach me how to jump start a car,id
what will i need to jump start a dead car,id
read me a step by step guide on jump starting cars,id
pull up instructions on how to jump start a car,id
please assist me in figuring out how to handle a dead car battery,id
i need to do something about my dead car battery,id
"my car is dead, what do i need to jump start it",id
what should i do if my car battery dies,id
where should i go to get my dead car battery checked out,id
my car battery has died what should i do now,id
inform me on the directions to jump start my car,id
what are the steps to jump start my car,id
tell me the tools i need to jump start my car,id
do i need cables to jump start my car,id
"my car needs to be jump started, guide me through it",id
tell me how to jump start my own car battery,id
what are my options for jump starting my battery,id
my battery is dead so how can i get it going again,id
how do you go about jump starting a car battery,id
i need diy info about jump starting my dead car battery,id
how do you use jumper cables,id
look up instructions for jumper cables,id
how do you jump start a car,id
how do you jump a car,id
what do you need to jump a car,id
what is the way to jump start the car,id
can you tell me how to jump start the car,id
how do i jump start the car,id
what is the way to jump start my car,id
closest auto parts store to find replace for dead car battery,id
find repair shop that will diagnosis dead car battery,id
number for aaa to help with dead car battery,id
find auto store that tests dead car batteries for free,id
where to go to get dead car battery tested,id
what prong jump starts the car,id
i want a pic of how to jump start,id
what are some ways to jump start a car,id
i need rules for jump starting,id
what is the procedure to jump start a car,id
what do i do when my car battery is dead,id
how can i charge my car battery when it's dead,id
"if i think my car battery is dead, what steps should i take to fix it",id
"my car battery is dead, how do i charge it",id
"if my car battery is dead, what action do i need to do",id
how do i jump start my vehicle,id
can you tell me how to jump my car,id
explain how to jump a car,id
can you tell me how to jump a car,id
how does one jump a car,id
how do i jump my car,id
how do i jump start my battery,id
how do i start my car battery,id
what do i do to jump start my battery,id
how do i give my car a jump,id
"my car needs jump started, find me directions",id
i need instructions on how to jump start my car,id
i need to know how to jump start my car,id
how do i jump start my car battery,id
i don't know how to jump start my car,id
tell me how to jump start my dead battery,id
i need to jump start my car what do i do,id
help me jump start my car,id
my car is dead can you tell me how to jump start it,id
how do you do a jump start,id
whats the safest way to jump start a car,id
guide me through jump starting a car,id
how do you jump a car with a dead battery,id
i need to know how jumping a car works,id
what do i do for a dead car battery,id
"my car battery is dead, what do i do now",id
what do i do to fix a dead car battery,id
what should i do if my car battery is dead,id
what's the method of jumping my car,id
what do i do to jump start my car,id
do you have instructions on jump starting a chevy,id
how do you jump start a subaru forester,id
how do i jump start a fiat,id
how do i properly give my car a jump,id
what's the best way to jump start a kia,id
what do i do if i think my car battery's dead,id
what's next when it seems there's a dead car battery,id
how should i proceed if my car won't start and i think it's the battery,id
how can i start my car using a jump start,id
can you give me a french dinner suggestion,id
"suggest a meal from laos to me, please",id
can you give me a vietnamese meal suggestion,id
suggest a meal from burma to me,id
can you give me a vietnamese dinner suggestion,id
"suggest a meal from thailand to me, please",id
"can you give me a thai meal suggestion, please",id
"can you give me a vietnamese meal suggestion, please",id
"can you give me a burmese meal suggestion, please",id
"suggest a meal from burma to me, please",id
can you give me a burmese dinner suggestion,id
can you give me a thai meal suggestion,id
can you give me a thai dinner suggestion,id
suggest a meal from thailand to me,id
give me italian meal ideas,id
suggest an italian meal for me,id
can you suggest meals from italy to me,id
may you suggest a meal from italy to me,id
please suggest meals from italy to me,id
can you tell me a good indian dish to make,id
got any good dinner ideas,id
what's a simple chinese recipe for dinner,id
do you know an good pasta dishes,id
what can i make for dinner using ground beef,id
i need new dinner ideas,id
what can i make for dinner,id
do you know any greek dishes i could make for dinner,id
what do you think would be a good dinner,id
what would be good for dinner,id
what should i have for dinner,id
i'd like to get dinner suggestions for thai food,id
get me italian cuisine dinner suggestions,id
would you provide me with italian cuisine dinner suggestions,id
i'm needing dinner suggestions for mexican food,id
what's the pizza like around here,id
what's the best pizza place around here,id
how tasty is the pizza here,id
what would you suggest for dinner,id
i need dinner ideas,id
i need a mexican meal suggesstion,id
help me decide what mexican meal i want,id
what kind of mexican meal should i get,id
which mexican meal would be good,id
"i need to cook, what should i make",id
"i can't decide on dinner, what do you suggest",id
suggest a good mexican meal to me,id
do you have any suggestions for a meal from australia,id
i'd like you to give me an idea for a meal from iceland,id
can you suggest any good meals from chicago,id
please suggest a meal from italy to me,id
can you suggest to me any meals from nigeria,id
can you give me a meal suggestion for swedish cuisine,id
do you have any good recommendations for swiss cuisine,id
i'm looking for a good suggestion for norse cuisine,id
what's a good french meal,id
i'm looking for italian food suggestions,id
i want you to give me a suggestion for what to make for dinner,id
i want an italian meal suggestion,id
i need an italian meal suggestion,id
please give me a suggestion for what to make for dinner,id
i'd like an italian meal suggestion,id
i need you to give me a suggestion for what to make for dinner,id
i would love an italian meal suggestion,id
go ahead and give me a suggestion for what to make for dinner,id
i really want an italian meal suggestion,id
suggest food from italy to me,id
suggest an italian meal to me,id
what meal from italy do you suggest,id
what food from italy do you suggest,id
suggest a meal from italy to me,id
i need a suggestion for a dinner recipe,id
suggest a meal for me that comes from mexico,id
can you suggest a meal from ireland for me,id
suggest something for me to make myself for dinner,id
can you recommend for me a dish from ethiopia,id
what do you think i should prepare for my dinner,id
do you have any southern dishes to recommend,id
look up a recipe for dinner to suggest to me,id
what should i make for dinner,id
please suggest a british meal for me,id
what kind of greek food is good for dinner,id
what type of pizzas are available for dinner,id
need some good dinner ideas,id
"thinking about cooking dinner, what should i make",id
give me some options on what to cook for dinner,id
please provide an option for dinner,id
i would like to hear what ideas you have about making dinner tonight,id
do you have any suggestions as to what i should cook for dinner,id
suggest a meal from denmark to me,id
suggest a meal from korea to me,id
suggest a meal from germany to me,id
suggest a meal from india to me,id
suggest a meal from new york to me,id
what do you think i should make for dinner,id
what thoughts do you have about making dinnner tonight,id
let me pick your brain what do you think we should do for dinner tonight,id
any suggestions for a peruvian meal,id
what peruvian dish should i make,id
what should i get at a mexican restaurant,id
suggest a meal from peru for me,id
whats the best way to roast a chicken,id
how do i make pie crust,id
find a recipe for german chocolate cake,id
how do i fry pork chops,id
how do i cook boiled eggs,id
"find a chow mein recipe for me, please",id
do you know how to make chow mein,id
can you find a recipe on how to make chow mein,id
tell me how to make chow mein,id
i would like you to help me find a chow mein recipe,id
show me a beef recipe,id
what is a good beef recipe,id
i need a recipe for beef,id
give me a beef recipe,id
where is a beef recipe,id
you know procedure to cook apple pie,id
what is needed you to cook apple pie,id
do you know what are the ingredients to make apple pie,id
do you know recipe for making apple pie,id
how do you cook apple pie,id
how do i make pumpkin pie,id
making spaghetti sauce perfectly is done how,id
making ribs perfectly is done how,id
how do i make lemon merengue pie,id
how do i make lassagna,id
search for a macaroni and cheese recipe,id
can you get me a recipe for mashed potatoes,id
i need instructions on how to make shepherd's pie please,id
please help me with instructions on making chicken curry,id
what are the steps i need to follow to make chewy rice krispies treats,id
what's the best way to make chicken stir fry,id
how do i make tuna salad,id
can you give me a recipe for german chocolate cake,id
i need a recipe on how to make beef stew,id
i want a good recipe that shows me how to bake chocolate chip cookies from scratch,id
please search for a chocolate fudge brownies recipe,id
will you give me some guidance on how to make ceviche,id
can you search for the best new york style cheesecake recipes please,id
look up easy to follow recipes for beef ribs,id
i need the best recipe for mashed potatoes,id
can you find me a recipe for pie,id
can you find me a recipe for quiche,id
can you find me a recipe for pasta,id
can you find me a recipe for ribs,id
can you find me a recipe for cake,id
what steps are involved in making lasagna,id
how can i make chicken pot pie,id
how to make mac and cheese,id
how do you make pot roast,id
can you find a hearty lasagna recipe,id
find a good recipe for meatloaf,id
i am looking for a vegan friendly italian pasta recipe,id
how do you cook meatloaf,id
i need a vegi lasagna recipe,id
i need a quick recipe for spiral ham,id
what's the recipe for rice noodles,id
can you help me find a lasagna recipe,id
i need a recipe for chicken pot pie,id
help me find a recipe for a beef casserole,id
i need help finding a recipe for enchiladas,id
i need to know how to make philly cheesesteaks,id
i need a blackberry pie recipe,id
what do i need to do to make blackberry pie,id
blackberry pie instructions,id
how do you make blackberry pie,id
how do i bake a blackberry pie,id
do you have a cookbook that could teach me to make sushi,id
can you teach me how to make sushi,id
where can i look to learn to make sushi,id
what do you need to do to make sushi,id
is there a good website to teach me how to make sushi,id
tell me how to make beef wellington,id
what's a good recipe for chicken divan,id
find me a recipe for teriyaki chicken,id
find out how to make chicken tikka masala,id
how do i make beef stroganoff,id
please show me a recipe for chili,id
what is a good chili recipe,id
i need you to find me a recipe for fried shrimp,id
can you find me a recipe for coffee cakes,id
can you find me a recipe for salsa,id
can you find me a recipe for honey ham,id
can you find me a recipe for cheese cake,id
can you find me a recipe for sugar cookies,id
can you find me a recipe for carrot cake,id
how do you make benedict arnold,id
how do you create pork chili,id
what's the best way to make a broccoli salad,id
are there instructions on how to make buttermilk pancakes,id
what's the way to make apple pie,id
what's the process of making a burrito,id
how do i make a taco that's worth eating,id
how do i make that scottish dish with all the blood and sausage,id
is there a recipe for chili i can use,id
please give me instructions on making blueberry pie,id
can you instruct me on how to make german chocolate cake,id
how do i make the perfect omelette,id
i want to make sour dough bread please find a good recipe for me,id
i need a really good recipe for making doughnuts,id
please find me a recipe for spaghetti now,id
can you tell me what my total income is for the pay period,id
please give me my salary figure,id
i need you to tell me my salary,id
what is my gross income per pay period,id
what is my total annual income,id
how much did i earn in income only last year,id
what is my salary right now,id
what is my pay for this year,id
i would like to know what my salary is at this time,id
i need details on my income,id
tell me information about my income,id
do you know anything about my income,id
i want income data,id
tell me about my income this week,id
give me the details on my income,id
tell me how much i make,id
what has my income been like,id
what do i usually earn in a day,id
how much have i earned this week,id
what're my wages for the week,id
how much am i making at my job,id
what is my income,id
what do i earn from my job,id
how much money am i making,id
how much am i getting paid,id
advise me of my income,id
how much do i make,id
tell me my income,id
what is my salary,id
how much should my income be for the month,id
give me the low down on my income,id
what's my income,id
give me my income,id
what's my income been for the last 6 months,id
how much do i make every 2 weeks,id
what's my pay for the year,id
how much am i getting back from work,id
how much do i make at work,id
how much can i expect on my next check,id
what are they paying me at work right now,id
what's my take home from work,id
what's my pay for this week,id
how much am i getting paid today,id
what's my paycheck going to be,id
can you tell me my current salary,id
look up how much i earn annually,id
what amount of money do i earn at work,id
what is my income from work,id
i need to know how much i make at my job,id
what is the exact number of my salary,id
tell me how much money i'm earning at my job,id
calculate how much i earn from my job,id
calculate my total income from my job,id
tell me my salary please,id
would you tell me about my income,id
could you tell me about my income,id
please tell me about my income,id
i want you to tell me about my income,id
what is the total amount of my paychecks over the last year,id
how do i find my income,id
my income equals what amount,id
what is my hourly rate,id
what is my current gross salary,id
what is my current net salary,id
how much money was deposited to my bank account from my employer this month,id
what does my income amount to,id
can i have more information about my income,id
how much is my income,id
i need more information about my income,id
can you provide information on my income,id
what's my pay,id
how much money did i make,id
how much did i get paid,id
tell me my salary,id
can you tell me what my currnet salary is,id
can you tell me my exact salary,id
can you tell me what i earned,id
i need to know my earnings,id
i need to know my salary,id
what amount do i make,id
how much money do i bring in,id
can you tell me what my income will be this week,id
what is my yearly salary,id
what is my pay grade at work,id
how much do i make per day,id
how much is my income going to be this month,id
how much do you make an hour,id
how much have i earned,id
what is your current income,id
how much do you make,id
what do i earn on average at my job,id
what do i make yearly,id
what do you make in a year,id
what's my monthly income,id
how much money do i have coming in each month,id
i wanna know my income,id
please tell me my income,id
i need to know my income,id
i would like to know my income,id
how much cash do i earn,id
can you please order me more plastic bags,id
"i need you to order some more lysol for me,please",id
"i need some more lysol, could you order me some",id
i'm out of lysol could you order me some,id
could you please reorder me some lysol,id
will you order me some more lysol spray,id
order everything that's on my list for shopping,id
i want my entire shopping list ordered,id
i want to buy something,id
get my entire shopping list ordered,id
i want to make a purchase,id
take my shopping list and order all,id
send the order for my entire shopping list,id
add everything to my shopping cart,id
submit order for everything,id
buy everything on my list,id
please order everything you see on my shopping list,id
go shopping and order everything on the list,id
are you able to get my shopping list and order everything on it,id
could you get everything on my shopping list,id
i need everything ordered on my shopping list,id
can you buy me a toy car,id
i'd like to have everything on my shopping list,id
i do not have cookies so will you order me some more,id
get everything on my shopping list,id
i wanna buy a pair of shoes online now,id
i do not have flour so will you order me some more,id
i need everything on my shopping list,id
i do not have pizza so will you order me some more,id
i want everything on my shopping list,id
i don't have ice cream so will you order me some more,id
i am out of ice cream so will you order me some more,id
please get everything on my shopping list,id
i need you to order all the things on my shopping list,id
i want everything on my shopping list to be ordered,id
please order me everything that is on my shopping list,id
would you buy me a phone,id
i would like everything on my shopping list ordered,id
i would like you to buy me some paper plates,id
i'd like you to purchase me canned soup,id
i need you to buy a mouse for me,id
purchase a computer for me,id
i would like all of these things on my shopping list ordered,id
put in the order for everything on my shopping list,id
"please order some more cat food, i'm out",id
i'm ready to put in the order for everything on my shopping list,id
go ahead and order everything on my shoping list,id
"i need more cat food, please order some",id
"i'm out of cat food, order more",id
will you buy me underpants,id
"order some cat for me, i ran out",id
"order more cat food, i'm out",id
are you able to purchase underpants for me,id
can you go to amazon a repurchase my last purchase,id
please order me a 7lb bag of world's best cat litter from targetcom,id
submit the order for everything on my shopping list,id
can you buy something from walmartcom for me,id
can you purchase underpants for me,id
can you order underpants for me,id
can you order everything on my shopping list,id
i'm out of detergent so will you order me some more,id
i'm out of fabric softener so will you order me some more,id
i'm out of soap so will you order me some more,id
i'm out of toothpaste so will you order me some more,id
i'm out of razors so will you order me some more,id
i just used up my toothpaste and need you to order more,id
i'm making a purchase and need the help of ai,id
can you order more chapstick i am all out,id
i am currently out of q tips and need more ordered right away,id
can you order more printer paper,id
ran out of tissues and need you to put an order in for more asap,id
i need you to buy a laptop,id
i'd like to buy some cooking pans,id
i'd like to have everything on the shopping list,id
please buy me flowers,id
buy all the things on the shopping list,id
i want all the things on the shopping list,id
i need to buy everything on the shopping list,id
purchase me dog food,id
purchase all the things on my shopping list,id
i'm short on flour so place an order for me,id
i'm low on mouthwash so create an order for me,id
i'm lacking vitamins so order me more,id
i need more candy so could you order me a pack,id
i require another filter so can you order me another one,id
i'm out of shampoo so will you order me some more,id
i'm out of paper plates so will you order me some more,id
i'm out of conditioner so will you order me some more,id
i'm out of paper towels so will you order me some more,id
i need a replacement phone charger ordered online,id
can you have some new oakley's shipped to me,id
grab me a new belt on amazon please,id
order me a new usb cable on amazon,id
can you order me new ray bans,id
would you order everything on my shopping list,id
i need everything on my shopping list to be ordered,id
i want you to buy me a shirt,id
